number,text,name,souce,type ,,,
,сферы мы обсудим в самое ближайшее время.,Гильмутдинов И.И.,http://moynarod.ru/article/151,Интервью,,,
71,"Очень тяжелое настроение, потому что, как только мы начинаем разбираться в причинах этой трагедии, вырисовывается наша безалаберность, начиная с охранника и заканчивая чиновниками, которые дали разрешение по сути дела незаконному строительству. То есть на каждом этапе нарушены действующие нормы закона. Охранник не открыл, кто-то не оповестил, человек, который отвечал за работу пожарной системы, вообще не работал. Как мы можем смотреть на жизнь своих граждан так бездушно и безответственно?",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639289,Интервью,,,
,"Конечно, уровень ответственности вроде есть и законы все предусмотрены, вплоть до того, что прописаны все нюансы, какие должны быть кабели и технологии при строительстве. Но вопрос в мере ответственности. Мы все думаем, как сделать так, чтобы те люди, кто отвечает за свое направление, были добросовестными. Может, как сделать так, чтобы те законы, которые мы принимаем, их мотивировали бы на то, чтобы они добросовестно выполняли свои обязательства. Все эти разговоры присутствовали и раньше, в том числе после наших событий в ТЦ «Адмирал» три года назад.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639290,Интервью,,,
,"По сути, иногда мы начинаем реагировать на какую-то конкретную ситуацию и, исходя из этой проблемы, начинаем править законы. Это, наверное, тоже неправильно. Они должны быть прописаны таким образом, чтобы не допустить таких случаев.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639291,Интервью,,,
,"Сейчас у нас уже сформирована рабочая группа, которая будет анализировать все законодательство, не только федеральное, но и в том числе те нормативные документы, которые были приняты разными ведомствами – Министерством строительства, МЧС и региональными, где тоже много чего до конца не додумано. Мы еще раз себе говорим о том, что нужен такой системный подход, который бы не приводил к таким ситуациям. У нас это не выстроено, к великому сожалению.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639292,Интервью,,,
,"Конечно, мы не только законодатели, но и как представительская власть. Нас избрали граждане, которые проживают в тех регионах или тех городах, в которых происходят эти события. И мы никак не можем быть безучастными. Трагедия каждого затрагивает – у кого-то знакомых, у кого-то родных, поэтому мы переживаем вместе со всеми. И, анализируя все эти ситуации, пытаемся еще раз вернуться к тем решениям и законам, которые регулируют эти отношения.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639293,Интервью,,,
,"Более того, на основании этих законов ведомствами приняты решения, и не так-то просто в них разобраться, ведь порой они противоречат друг другу. Конечно, присутствуют чувство ответственности и чувство вины в какой-то мере, что мы до конца эти инструменты не отрегулировали.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639294,Интервью,,,
,"Там было три законопроекта: и в Градостроительный кодекс, и в закон о пожарной безопасности, и в Административный кодекс. Это усиление мер ответственности и изменение подходов к полномочиям органов государственной пожарной безопасности. Чтобы они несли контроль и контролировали объект на всех этапах его строительства – начиная от проектной работы и заканчивая вводом и эксплуатацией.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639295,Интервью,,,
,"Также это очень серьезные предложения, связанные с отнесением объектов с массовым пребыванием людей – школ, детских садов и торговых комплексов –к объектам с особым статусом и, соответственно, к которым следует применить особые подходы.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639296,Интервью,,,
,"Да, все посчитали, что присвоение особого статуса и возможности приостановления деятельности объектов до 90 суток – это чрезмерные требования, закладывающиеся в закон. Мои коллеги очень серьезно отнеслись к предложениям Татарстана.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639297,Интервью,,,
,"Часть норм были реализованы в том же году: через ряд правительственных законопроектов были представлены серьезные поправки в закон о пожарной безопасности, где учтена часть наших предложений. В том числе были услышаны предложения вплоть по приостановлению деятельности организаций, были усилены штрафные санкции в отношении физических и юридических лиц. Но в целом посчитали, что придание учреждениям особого статуса в какой-то мере может серьезно ограничить деятельность организаций.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639298,Интервью,,,
,"Я сейчас как раз на совете Думы озвучил, что был ряд предложений, которые не были учтены по итогам тех событий и, может, стоит вернуться к этим предложениям, рассмотреть их на созданной рабочей группе. Я уже направил все эти предложения им еще раз. Например, мера, которую я считаю актуальной, что органы пожарной безопасности должны присутствовать не только на этапе ввода объекта, но на стадии и проектирования, и строительства, чтобы они отслеживали, все ли выполняется, все ли их требования учитываются, а не потом уже по факту. Чтобы контролировалось, какие используются материалы при строительстве, потому что много претензий к тому, из чего строят эти торговые комплексы. Там сплошь и рядом используется не то, что предписано разными требованиями пожарной безопасности.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639299,Интервью,,,
,"Я думаю, да, потому что это уже не первый раз, когда мы к этому возвращаемся, когда собственники ищут разные пути скрыть налоги, пойти по легкому пути регистрации и обслуживания предприятий, как и случилось в данном случае. Малые предприятия, которые освобождены от проверок на три года, – это тоже абсолютно неправильный подход. Их пожарную безопасность должны проверять каждые полгода-год. Собственник, который зарабатывает на этом, в крайнем случае он хозяин этого комплекса, должен нести ответственность за свое здание и не уходить от мер ответственности.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639300,Интервью,,,
,"Конечно, волнуют. Очень внимательно нужно следить, чтобы хозяева и собственники любого ранга не уходили от ответственности. Просто так, как в данном случае, это в какой-то мере цинично откупиться на людском горе деньгами.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639301,Интервью,,,
,"Я думаю, что это будет оперативно сделано в ближайшее время. По крайней мере, мы готовы на весенней сессии все эти вопросы рассмотреть и решить. Нам бы очень хотелось в рамках этой трагедии, чтобы мы сейчас не ограничились только торговыми центрами. И я сам направил письмо в адрес нашего министра МЧС о том, чтобы вернулись проверки ночных клубов, где сплошь и рядом нарушения пожарной безопасности. Очень многое зависит от нашей исполнительной власти, от муниципалитетов, которые непосредственно видят эти все ситуации, когда есть и законы, и нормы, но они просто не выполняются.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639302,Интервью,,,
,"Какой еще нужен закон для того, чтобы у тебя работала сигнализация, чтобы были аварийные выходы из помещения? Вот эта мера ответственности должна быть адекватной тем нарушениям и потерям. Здесь нам необходимо поработать.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639303,Интервью,,,
,"Надо сказать о том, что вопросы межнациональных отношений сегодня настолько серьезны и важны, что президент сформировал Президентский совет по межнациональным вопросам. Никогда раньше такого не было, и теперь такой совет существует. У специалистов и экспертов есть возможность донести до президента существующие вопросы в области межнациональных отношений.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639304,Интервью,,,
,"Он лично проводит эти мероприятия один-два раза в год, смотря какие вопросы ставятся. Даже те экспертные оценки в области межнациональных отношений, которые дают нам показатели, говорят о том, что практически 80 процентов граждан довольны межнациональными отношениями. Это серьезные цифры, они выросли за последние годы в том числе. Если посмотреть динамику, то у нас было и 55-60 процентов. Конечно, в разных регионах по-разному, но в целом такие показатели. Это очень нас радует, мы видим, что какие-то, скажем так, события все реже и реже происходят на межнациональной почве. Но не нужно на этом успокаиваться.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639305,Интервью,,,
,"Вы знаете, что появилось Федеральное агентство по делам национальностей, на которое мы возлагаем большие надежды. Мы запустили систему мониторинга межнациональных отношений, чтобы отследить, как обстоят дела, начиная от каждого муниципалитета и региона. Чтобы можно было сразу подключиться и решить эту проблему, если вдруг происходят какие-то волнения на этой почве.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639306,Интервью,,,
,"И сегодня один из самых главных вопросов – это подготовленность наших чиновников, которые взаимодействуют с гражданами в области межнациональных отношений. У нас иногда проблемы появляются там, где чиновники не понимают специфику межнациональных вопросов, принимают решения, может быть, однобоко. А это иногда сразу выливается из бытовой проблемы в проблему на межнациональной почве.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639307,Интервью,,,
,"Мне меньше всего хотелось бы говорить, кто виноват, может быть, лучше говорить, что делать. Во-первых, вы знаете, что у нас есть и родные языки, и государственные языки республик. У нас, может, в головах наших чиновников произошла эта путаница, когда все это объединили в одно. В итоге получилось, что у нас, например, изучение татарского языка даже больше в каком-то классе, чем русского. Это затронуло детей, для которых татарский язык является не родным языком, конечно, это неправильно, это перегиб.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639308,Интервью,,,
,"Что касается системы образования, то у нас в стране идет изучение 24 языков и еще более 70 языков изучаются как предмет, у нас есть республики, где не только один-два государственных языка. В Дагестане, например, их 14. К сожалению, Министерство образования России не до конца определило статус государственных языков республик. В данном случае татарский язык является государственном языком Татарстана наравне с русским. А статуса федерально-образовательных стандартов, которые определяют содержание учебной программы, вообще на сегодняшний момент нет. Все проверяющие органы выясняют, предусматривает ли стандарт наличие государственного языка в обязательной части или нет. Его там вообще нет, есть родные языки, которые, согласно закону, изучаются добровольно. Нам нужно привести это в порядок.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639309,Интервью,,,
,"Я считаю, как и многие из моих коллег, что государственные языки республик должны иметь другой статус, они должны быть обязательными. Например, два часа татарского языка должны быть обязательной частью учебной программы. А как родные языки они уже должны быть в вариативной части, то есть ты их изучаешь дополнительно. В моем понимании это должно быть так, и сегодня мы взаимодействуем с Министерством образования РФ для того, чтобы в будущем нас услышали, так как сейчас как раз будут меняться федеральные государственные образовательные стандарты. Потому что неправильно, когда республики принимают законы о статусе своих государственных языков, а в реальной жизни, в системе образования они не отражены.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639310,Интервью,,,
,"Полномочия по формированию государственных образовательных стандартов даны Министерству образования России, а они совместно с республиками должны эту ситуацию регулировать. Во многом это зависит от наших республиканских властей и Министерства образования РТ, необходимо выстроить отношения и представить необходимую дорожную карту.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639311,Интервью,,,
,"Мы свое видение того, какие решения Министерство образования России должно принять, уже направили. Не только в плане изучения языка, но и, в том числе, связанные с сохранением родных языков. Там много вопросов – не только часы, но и подготовка кадров. Мы не видим, что ли, что с каждым годом количество специалистов, готовящихся в области филологии, уменьшается?",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639312,Интервью,,,
,"Если мы говорим о едином образовательном пространстве, значит, должен быть при Министерстве образования РФ специальный центр или институт по изучению этих процессов. Также это федеральные учебники. На сегодняшний день всего по семи из 24 государственных языков в федеральном реестре существуют учебники по изучению родных языков и литературы. У остальных 17 никаких законов, утвержденных федеральным реестром, нет. Даже из этих семи полную линейку учебников имеет только татары. Это неправильно, дети же не виноваты в том, что у субъекта нет денег, чтобы изготовить эти пособия.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639313,Интервью,,,
,"Только вчера я на парламентских слушаниях говорил, что федеральный центр должен помочь республикам создать эти учебные пособия, книги и проводить экспертизу. Возможно, нужно вернуть полномочия, например, федеральным образовательным органам, которые находятся на территории республик, чтобы они готовили эти учебники и проводили экспертизу. Хотя Комитет по делам национальностей напрямую не отвечает на вопросы образования, но я крайне заинтересован в этом вопросе. Поэтому мы, как только сформируется правительство, в начале июля выйдем на широкое парламентское слушание, где обсудим все эти вопросы.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639314,Интервью,,,
,"Вопросов,  которые непосредственно относятся к теме изучения и сохранения родных языков, всего более 20. Мы готовы услышать экспертов и специалистов, которые знают больше, как эти процессы грамотно выстроить. И в Татарстане, может быть, не всегда их слышат.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639315,Интервью,,,
,"Нам нужно еще подумать о том, что сохранение языка – это не только образование, это комплексный подход: как это реализуется в культуре, в муниципально-государственных органах власти, какие еще нужно искать подходы и методы мотивировать наших граждан к изучению языка. Если они не увидят необходимость его использования, поверьте мне, сколько бы часов мы не дали, они не будут его изучать. Силком не заставить. Нам нужно думать обо всем комплексе, начинать, в том числе, с Татарстана.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639316,Интервью,,,
,"Я бы хотел, чтобы у нас в сознании осталось, что не просто так в школе есть часы и на этом живет язык, но и  то, что и сама школа – это важная составляющая.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639317,Интервью,,,
,"У нас разные регионы с разным количеством татар, компактно проживающих в этих регионах. Татарстан для них делает очень многое для того, чтобы помочь им в реализации их языковых и культурных желаний. Я уже не говорю про огромное количество фестивалей и конкурсов, которые проводятся и в Татарстане, и в этих регионах.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639318,Интервью,,,
,"Сегодня у регионов очень остро стоит тема сохранения языка. Потому что существующая система образования там не обеспечивает знание и сохранение языков. Многие семьи не разговаривают на родном языке, и это вызывает вопросы, как мотивировать своих собственных детей на его знание. Татарстан через телевизионные проекты «ТНВ», «ТНВ-Планета» и сейчас запустится канал «Шаян ТВ», оказывает огромную поддержку.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639319,Интервью,,,
,"Есть программа «Ана теле» по линии Министерства образования РТ, которая дает проходить через разные ступени обучения каждый год на 10 тысяч квот. Но также важно, чтобы мы при любой возможности там, на месте, открывали классы с этнокультурным компонентом, языковые курсы при наших татарских центрах.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639320,Интервью,,,
,"У нас и в Новосибирске есть татарский культурный центр, и в Ульяновске, есть огромное количество школ с татарским языком в Башкортостане, Удмуртии, Саратове и Самаре, в Тюмени и Новосибирске проходит языковой лагерь. Будем и в других регионах поддерживать такие подходы. Мы понимаем, что у них этот вопрос стоит остро, поэтому сами в Татарстане проводим языковые лагеря и приглашаем их. Также раздаем огромное количество учебных пособий. Хотели бы конечно, чтобы у нас были мультфильмы, потому что детям это интересно.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639321,Интервью,,,
,"Есть много путей и направлений. Где-то в регионах не хватает педагогов – есть и класс, и пособия, и возможность изучать язык, и желающие, а учителя найти не можем. И задача Татарстана найти механизмы подготовки этих специалистов, в том числе, принимая через целевой прием, давая хорошие стипендии, а потом уже минимум на три года направляя педагогов в этот регион.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639322,Интервью,,,
,"Наш университет готов к этой работе, также у нас есть бывший пединститут со специалистами, с которыми я тоже хочу в ближайшее время обсудить проблемы и выйти на некие предложения руководству нашей республики по подготовке кадров именно в области языка. Татарстан и мы тоже специально для национально-культурных автономий выделяем через Министерство культуры гранты в 10 млн, которые будут разыграны между ними. Идет такая живая и большая работа.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639323,Интервью,,,
,"Президент РТ в каждом регионе встречается с татарами, даже если там несколько сотен человек. Всемирный конгресс татар проводит огромную работу. Все это есть, но еще раз говорю, может быть, в каких-то регионах не хватает именно лидеров, которые бы реально возглавляли эту работу.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639324,Интервью,,,
,"Несколько лет назад проблема стояла еще острее. У нас и законодательство не было до конца отрегулировано в области миграционной политики, мы по сути дела за последние 7-8 лет приняли около 30 законов и поправок к ним, которые регулируют нахождение иностранных граждан на территории РФ. И это, кстати, очень помогло, случаев нарушения миграционного законодательства стало намного меньше. И мигрантов стало меньше, причины тому разные.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639325,Интервью,,,
,"В какой-то мере это и наш экономический спад, который был несколько лет тому назад, и ужесточение миграционного законодательства. Сейчас мы уже отсекаем незаконных мигрантов, которых было огромное количество. Сегодня они тоже есть, но, по крайней мере, не в тех объемах, как раньше.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639326,Интервью,,,
,"Нам эта ситуация не грозит, потому что мы сами ее регулируем. Мы же сами приглашаем иностранных граждан, ежегодно определяя квоту. В основном, это обслуживающие профессии.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639327,Интервью,,,
,"Мы сегодня говорим, что, если мы их приглашаем, то мы должны понимать, в какую они приходят среду. Мы сегодня приходим к принятию закона о социально-культурной адаптации иностранных граждан. Мы должны понимать, что, приезжая сюда, они должны знать русский язык. Есть вопросы, кто должен регулировать эти процессы. Сегодня нет закона и нет ответа на эти вопросы. Хотя номинально мы уже закрепили за Федеральным агентством по делам национальностей эти полномочия.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639328,Интервью,,,
,"Ну и в отношении самих иностранных граждан мы должны понимать их культурные потребности, видеть их культурно-духовную жизнь и создавать соответствующую, в том числе. Нельзя думать о том, что это какие-то безмолвные граждане, которые просто сюда приехали. Кто-то говорит, всего этого не будет, если мы не будем их приглашать, но наша экономика сегодня такова, что мы без них не можем.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639329,Интервью,,,
,"Мы приняли соответствующее соглашение с Узбекистаном, то есть мы не здесь начинаем разбираться с этими иностранными гражданами, а там, уже на той стадии, когда они к нам заходят. И создан специальный центр в Узбекистане, откуда уже проходят те, кто желал бы у нас работать.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639330,Интервью,,,
,"В том числе при нашем участии. У нас на основании этой программы есть средства, чтобы там иметь людей, чтобы они выполняли вместе с коллегами из Узбекистана эту работу. И та сторона заинтересована, потому что они тоже несут ответственность.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639331,Интервью,,,
,"И наша задача в ближайшее время подписать соглашения и выстроить такую работу также с Таджикистаном, Киргизией и так далее. Так мы решим многие проблемы, которые у нас возникают внутри страны.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639332,Интервью,,,
,"Есть вопросы, но мы не можем выйти сегодня на межгосударственные отношения через собственные программы и организации, которые будут заниматься адаптацией этих иностранных граждан. Мы через время будем это отслеживать и с ними взаимодействовать.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639333,Интервью,,,
,"И еще есть тема, о которой мы, может быть, мало говорим, это внутренняя миграция. У нас ведь активно идет этот процесс. Например, с регионов где, скажем так, проблемы с рабочими местами, это в основном Северный Кавказ. Нужно понимать и отслеживать, как происходят миграционные процессы, все ли там у нас нормально. Все это мы сейчас прорабатываем.",Гильмутдинов И.И.,https://sntat.ru/news/predsedatel-komiteta-gosdumy-rf-po-delam-natsionalnostey-u-nas-inogda-problemy-poyavlyayutsya-tam-gde-chinovniki-ne-ponimayut-spetsifiku-mezhnatsionalnyh-voprosov-5639334,Интервью,,,
